Evento,RGS,Perfil solicitado,EVC,Habilidades Técnicas,Pruebas,Medellin,Fecha Solicitud,Tipo Solicitud,Estado,Observaciones
3274,9685783,DESARROLLOS FULL-STACK SEMI-SENIOR,INMOBILIARIO,Java SE;Fundamentos CSS;AWS DynamoDB;Angular;Spring Boot;AMAZON EC2;Artifactory;DOCKER;Kubernetes;Git;Análisis Estático (SonarQube) INFORMACIÓN ADICIONAL: Se postea para su gestión Hace referencia a la rotación de JOSE DARIO SALGADO MORALES Tener en cuenta;se requieren conocimientos en: Angular;Java;Microservicios;Nube;Devops,"TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",0,9/20/24,REEMPLAZO,APLICADO_SELECCIONADO,JOSE DARIO SALGADO MORALES
3285,9703177, DESARROLLOS BACK-END SEMI-SENIOR,Depositos y Cuentas Especiales,Java SE;JavaScript;PostgreSQL;MongoDB;Spring Boot;Artifactory;AMQP;DOCKER;Kubernetes;Git;Gradle INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: ube AWS para desarrollo de microservicios y conocimiento en base de datos,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,10/1/24,NUEVA,APLICADO_PRESELECCIONADO,
3285,9703186, DESARROLLOS BACK-END SEMI-SENIOR,Depositos y Cuentas Especiales,Java SE;JavaScript;PostgreSQL;MongoDB;Spring Boot;Artifactory;AMQP;DOCKER;Kubernetes;Git;Gradle INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: ube AWS para desarrollo de microservicios y conocimiento en base de datos,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,10/1/24,NUEVA,APLICADO_PRESELECCIONADO,
3287,9703178,DESARROLLOS BACK-END SENIOR,GALATEA:MODERNIZACION DE CANALES,Java SE;PostgreSQL;AWS DynamoDB;Spring Boot;Spring Cloud;Artifactory;Pruebas Unitarias;SOLID;DOCKER;Kubernetes;Git;RabbitMQ INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: webflux/reactor;eventos con rabbitMQ;pruebas unitarias,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,10/1/24,NUEVA,APLICADO_PRESELECCIONADO,
3288,9703179,DESARROLLOS BACK-END SENIOR Elixir,Gestión de Fraude,Java SE;Elixir;PostgreSQL;SQL Server;Spring Boot;Spring Web;Artifactory;SOLID;Pruebas Unitarias;DOCKER;Análisis Estático (SonarQube);Git,TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,10/1/24,NUEVA,APLICADO_PRESELECCIONADO,
3291,9703708,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR(My extra),Distribuión Fisica,Java SE;SQL;ORACLE;SQL Server; SERENITY;Micro Focus Extra! X-treme (MyExtra);Selenium;Git INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: Devops Importante: el prestador viva en Medellín,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,1,10/2/24,NUEVA,APLICADO_PRESELECCIONADO,
3289,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,Ventas Digitales y Técnologia de mercado,Java SE;MYSQL;SERENITY;Gherkin / Cucumber;DevOps;AWS RDS,,0,10/3/24,NUEVA,APLICADO_SELECCIONADO,
3286,,DESARROLLOS BACK-END SENIOR,,,,0,10/3/24,REEMPLAZO,APLICADO_SELECCIONADO,
3290,9708421,DESARROLLOS BACK-END SENIOR RPG,Distribuión Fisica,RPG/ILE;DB2;Artifactory;Git;UrbanCode INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: ISERIES (RPG-RPGILE-COBOL-CL-SQL-DB2 - DEVOPS),TST_2024_V1: MATRIZ_ING_SOFTWARE_BACKEND,0,10/3/24,NUEVA,NO_APLICADO,
3295,9713438,DESARROLLOS FRONT-END SENIOR,GALATEA:MODERNIZACION DE CANALES,TYPESCRIPT;Angular;Redux;DDD;WebPack;NPM INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: pruebas unitarias con Jest;conocimiento en nube con AWS;arquitectura limpia en Angular;DDD ,TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,0,10/7/24,NUEVA,APLICADO_PRESELECCIONADO,
3302,9676442,ANÁLISIS DE PERFORMANCE SEMI-SENIOR,Depositos y Cuenta Especiles,JavaScript;Python;Jmeter;DevOps;ISERIES,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,10/9/24,NUEVA,APLICADO_PRESELECCIONADO,
3309,9719241,DESARROLLOS MOBILE SENIOR,DISTRIBUCION DIGITAL PERSONAS,Dart;Kotlin;SQLite;SWIFT;Flutter;Mockito;Git;Android Studio,TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,0,10/10/24,NUEVA,APLICADO_NO_SELECCIONADO,
3308,9717765,DESARROLLOS FRONT-END SENIOR,GALATEA:MODERNIZACION DE CANALES,TYPESCRIPT;Angular;DDD;NPM INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: Angular;pruebas unitarias y arquitectura limpia,TST_2024_V1: MATRIZ_ING_SOFTWARE_FRONTEND/MOBILE,0,10/10/24,NUEVA,APLICADO_NO_SELECCIONADO,
3311,9719475,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR ,DEPOSITOS Y CUENTAS ESPECIALES,:Java SE;Python;PostgreSQL;AWS DynamoDB;Karate Framework; SERENITY;Micro Focus Extra! X-treme (MyExtra);Patrón de diseño ScreenPlay;DevOps;AWS RDS;Postman ;Git INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: RDS Conocimientos Básicos AWS Deseable Conocimientos en DevOps (Deseable que maneje Azure) Postman Git Patrón de diseño Screenplay;Devops,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,10/11/24,NUEVA,APLICADO_SELECCIONADO,
3310,9719473,ANÁLISIS DE PERFORMANCE SEMI-SENIOR ,EVOLUCION CORE DE PRODUCTOS TI,Python;JavaScript;Jmeter;DevOps;ISERIES,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,10/11/24,NUEVA,APLICADO_NO_SELECCIONADO,
3310,9719474,ANÁLISIS DE PERFORMANCE SEMI-SENIOR ,EVOLUCION CORE DE PRODUCTOS TI,Python;JavaScript;Jmeter;DevOps;ISERIES,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,10/11/24,NUEVA,APLICADO_SELECCIONADO,
3315,9724664,AUTOMATIZACIÓN DE PRUEBAS SENIOR,INMOBILIARIO,SQL;Java SE;SQL Server;PostgreSQL; SERENITY;Karate Framework;DevOps;Gherkin / Cucumber;Selenium;Postman INFORMACIÓN ADICIONAL: Se postea para su gestión Hace referencia a la rotación de INGRID MUNERA VALENCIA Tener en cuenta;se requieren conocimientos en: java;devops;serenity;certificaciones en nube: - Java - Playwright - Serenity - Screenplay - Karate - Gherkin/Cucumber - Robot Framework - BD - SQL - Postman - Devops - AWS,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,10/15/24,REEMPLAZO,APLICADO_PRESELECCIONADO,
3316,9724752,AUTOMATIZACIÓN DE PRUEBAS SENIOR,Negocios  Fiduciarios,Java SE;PostgreSQL;ORACLE; SERENITY;Karate Framework;Patrón de diseño ScreenPlay;Gherkin / Cucumber;AWS RDS;Git;Selenium INFORMACIÓN ADICIONAL: Se postea para su gestión Hace referencia a la rotación de JUAN FELIPE HENAO LOPEZ Tener en cuenta;se requieren conocimientos en: (E2E;Aceptación;Performance) Desarrollo de scripts de automatizacion con: - Lenguajes: Java;JavaScript - Frameworks: Serenity;Playwright Karate;JMeter;Selenium - Herramientas: Gradle;Cucumber;Git;Azure DevOps y AWS ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,10/16/24,REEMPLAZO,APLICADO_SELECCIONADO,
3320,9728334,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,Depositos y Cuentas especiales,Java SE;SQL;PostgreSQL; SERENITY;Karate Framework;Patrón de diseño ScreenPlay;DevOps;AWS RDS;Postman ;Git INFORMACIÓN ADICIONAL: Se postea para su gestión Hace referencia a la rotación de ERIKA YISED AGUILERA SÁNCHEZ Tener en cuenta;se requieren conocimientos en: Analisis e Investigación;nube AWS ,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,10/17/24,REEMPLAZO,APLICADO_SELECCIONADO,
3324,9728341,ANÁLISIS DE PERFORMANCE SEMI-SENIOR,Depositos y Cuentas especiales,JavaScript;Jmeter;DevOps;ISERIES,TST_2024_V1: MATRIZ_ING_SOFTWARE_QA,0,10/18/24,NUEVA,APLICADO_PRESELECCIONADO,
3326,9729739,DESARROLLADOR SALESFORCE SENIOR,Conocimiento del cliente,ava SE;MYSQL;Salesforce Lightning;Lightning Design System (LDS);Salesforce Apexchange;Salesforce Financial Services;REST;Salesforce Core Cloud;Sales Cloud;Salesforce Visualforce,TST_2024_V1: MATRIZ_ING_SOFTWARE_APLICACIONES,0,10/21/24,REEMPLAZO,APLICADO_NO_SELECCIONADO,
3339,9738956,DESARROLLOS FULL-STACK SENIOR,,Java SE;JavaScript;PostgreSQL;MongoDB;Angular;Spring Boot;Event-driven Architecture (EDA);DDD;Kubernetes;Mockito;Postman ;JUNIT INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: Angular;Java + Spring Boot;Microservicios;Nube;Devops Se recomienda continuar con el proveedor IAS Software Adicional recuerde que los resultados de las pruebas deben ser compartidos en Evalart,"TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava)",0,1/27/00,NUEVA,APLICADO_NO_SELECCIONADO,
